  Sample ID: Ti003-01                    Test Date: 04 Dec 2004
  Test Type: Tensile                    Method: 25
  Operator Name: A. Miller                Edit date: 12 Mar 2002
  Units: US Customary                   Geometry: Rectangular
  Number of specimens: 4                Number of channels: 2
  Machine type: 8500/8800               Machine Control: STANDARD
  Data Rate: 10.000000 pts/sec          Extensometer: STANDARD
  Ramp Rate:    0.04000 in/min
  Ramp Rate 2:  0.01000 in/min
  Temperature: -321 Deg F                 Humidity: 47 %
  Auto-start: Disabled                  Separate dimension entry: Enabled
  User Defined Fields:
      1:[Test Cell:          ][Test Cell 1             ]
      2:[Material:           ][Ti-6Al-4V               ]
      3:[Extensometer:       ][Extensometer 01         ]
      4:[Work#               ][2004-045                ]
      5:[Batch:              ][457                     ]
  Auxiliary Sample Inputs:
      1: 0.000000 
      2: 0.000000 
      3: 0.000000 
      4: 0.000000 
      5: 0.000000 
      6: 0.000000 
      7: 0.000000 
      8: 0.000000 
      9: 0.000000 
  Specimen: 1
  Test end reason: Break detected
    Thickness:            0.217 in
    Width:                 1.53 in
    Ext. gauge len:   8.0100000 in
    Spec gauge len:   8.5000000 in
    Specimen label: [Ti003-01-S1    ] 
  Number of data points: 688
  Maximum Load point: 688              Maximum Load:  75301.623 lbf
  Maximum Extension point: 688         Maximum Extension:    0.135988974 in
  Second Speed point: -------           Second Speed Extension: -------
  Relaxation Start point: -------
  Range Change point: -------
  Extensometer Removal point: -------
  Auxiliary Specimen Inputs: 
      1: 1.500000 
      2: 1.527000 
      3: 0.117000 
      4: 0.000000 
      5: 0.000000 
      6: 0.000000 
      7: 0.000000 
      8: 0.000000 
      9: 0.000000 
  Calculations from the machine:
  Maximum Load
    Load: ------- lbf
    Displacement: ------- in
    Strain: ------- 
  Break
    Load: ------- lbf
    Displacement: ------- in
    Strain: -------
     1,   0.00059196,     617.5485
     2,   0.00078912,    771.93396
     3,   0.00098627,    926.32275
     4,   0.00118343,   1080.70821
     5,   0.00138035,   1080.51507
     6,   0.00157750,   1234.90386
     7,   0.00177466,   1389.28932
     8,   0.00197182,   1543.67811
     9,   0.00216897,   1698.06357
    10,   0.00236613,   1852.45236
    11,   0.00256329,   2006.83782
    12,   0.00276045,   2161.22661
    13,   0.00295761,   2315.61207
    14,   0.00315477,   2470.00086
    15,   0.00335192,   2624.38632
    16,   0.00354908,   2778.77511
    17,   0.00374624,   2933.16057
    18,   0.00394340,   3087.54936
    19,   0.00414056,   3241.93482
    20,   0.00433771,    3396.3336
    21,   0.00453487,    3550.7124
    22,   0.00473203,    3705.0912
    23,   0.00492919,      3859.47
    24,   0.00512635,    4013.8821
    25,   0.00532351,    4168.2609
    26,   0.00552066,    4322.6397
    27,   0.00571782,    4477.0185
    28,   0.00591473,     4476.852
    29,   0.00611189,    4631.2308
    30,   0.00630905,    4785.6096
    31,   0.00650621,    4939.9884
    32,   0.00670336,    5094.4005
    33,   0.00690052,    5248.7793
    34,   0.00709767,    5403.1581
    35,   0.00729483,    5557.5369
    36,   0.00749199,     5711.949
    37,   0.00768915,    5866.3278
    38,   0.00788630,    6020.7066
    39,   0.00808345,    6175.0854
    40,   0.00828065,    6329.4975
    41,   0.00847778,    6483.8763
    42,   0.00867491,    6638.2551
    43,   0.00887211,    6792.6339
    44,   0.00906900,    6792.4341
    45,   0.00926620,    6946.8462
    46,   0.00946333,     7101.225
    47,   0.00966046,    7255.6038
    48,   0.00985766,    7409.9826
    49,   0.01005479,    7564.3947
    50,   0.01025199,    7718.7735
    51,   0.01044912,    7873.1523
    52,   0.01064625,    8027.5644
    53,   0.01084345,    8181.9432
    54,   0.01104058,     8336.322
    55,   0.01123778,    8490.7008
    56,   0.01143491,    8645.0796
    57,   0.01163204,    8799.4917
    58,   0.01182924,    8953.8705
    59,   0.01202637,    9108.2493
    60,   0.01222358,    9262.6614
    61,   0.01242070,    9417.0402
    62,   0.01261783,     9571.419
    63,   0.01281503,    9725.7978
    64,   0.01301216,    9880.1766
    65,   0.01320905,    9880.0101
    66,   0.01340625,   10034.3889
    67,   0.01360338,   10188.7677
    68,   0.01380058,   10343.1465
    69,   0.01399771,   10497.5586
    70,   0.01419484,   10651.9374
    71,   0.01439204,   10806.3162
    72,   0.01458917,    10960.695
    73,   0.01478637,   11115.1071
    74,   0.01498350,   11269.4859
    75,   0.01518063,   11423.8647
    76,   0.01537783,   11578.2435
